Comunidades y ciudades autónomas;País de nacimiento;Periodo;Total
Total Nacional;Otro país de Centro América y Caribe;2017;6.293
Total Nacional;Otro país de Centro América y Caribe;2016;4.662
Total Nacional;Otro país de Centro América y Caribe;2015;3.444
Total Nacional;Otro país de Centro América y Caribe;2014;2.920
Total Nacional;Otro país de Centro América y Caribe;2013;2.388
Total Nacional;Otro país de Centro América y Caribe;2012;2.650
Total Nacional;Otro país de Centro América y Caribe;2011;3.001
Total Nacional;Otro país de Centro América y Caribe;2010;2.521
Total Nacional;Otro país de Centro América y Caribe;2009;2.434
Total Nacional;Otro país de Centro América y Caribe;2008;3.215
Total Nacional;Sudamérica;2021;167.127
Total Nacional;Sudamérica;2020;167.568
Total Nacional;Sudamérica;2019;287.773
Total Nacional;Sudamérica;2018;229.311
Total Nacional;Sudamérica;2017;173.054
Total Nacional;Sudamérica;2016;118.251
Total Nacional;Sudamérica;2015;75.688
Total Nacional;Sudamérica;2014;59.853
Total Nacional;Sudamérica;2013;51.178
Total Nacional;Sudamérica;2012;56.089
Total Nacional;Sudamérica;2011;74.449
Total Nacional;Sudamérica;2010;77.639
Total Nacional;Sudamérica;2009;101.715
Total Nacional;Sudamérica;2008;190.252
Total Nacional;Argentina;2021;33.596
Total Nacional;Argentina;2020;20.356
Total Nacional;Argentina;2019;31.267
Total Nacional;Argentina;2018;19.422
Total Nacional;Argentina;2017;15.134
Total Nacional;Argentina;2016;10.957
Total Nacional;Argentina;2015;8.780
Total Nacional;Argentina;2014;6.956
Total Nacional;Argentina;2013;6.022
Total Nacional;Argentina;2012;5.780
Total Nacional;Argentina;2011;7.700
Total Nacional;Argentina;2010;8.490
Total Nacional;Argentina;2009;10.017
Total Nacional;Argentina;2008;18.516
Total Nacional;Bolivia;2021;4.659
Total Nacional;Bolivia;2020;3.976
Total Nacional;Bolivia;2019;7.561
Total Nacional;Bolivia;2018;7.343
Total Nacional;Bolivia;2017;7.395
Total Nacional;Bolivia;2016;5.835
Total Nacional;Bolivia;2015;4.762
Total Nacional;Bolivia;2014;4.209
Total Nacional;Bolivia;2013;3.707
Total Nacional;Bolivia;2012;4.004
Total Nacional;Bolivia;2011;4.692
Total Nacional;Bolivia;2010;4.198
Total Nacional;Bolivia;2009;5.942
Total Nacional;Bolivia;2008;10.481
Total Nacional;Brasil;2021;9.294
Total Nacional;Brasil;2020;10.570
Total Nacional;Brasil;2019;19.545
Total Nacional;Brasil;2018;18.348
Total Nacional;Brasil;2017;14.975
Total Nacional;Brasil;2016;11.459
Total Nacional;Brasil;2015;8.378
Total Nacional;Brasil;2014;6.451
Total Nacional;Brasil;2013;5.728
Total Nacional;Brasil;2012;7.046
Total Nacional;Brasil;2011;8.780
Total Nacional;Brasil;2010;9.555
Total Nacional;Brasil;2009;11.404
Total Nacional;Brasil;2008;21.972
Total Nacional;Colombia;2021;42.809
Total Nacional;Colombia;2020;53.254
Total Nacional;Colombia;2019;80.485
Total Nacional;Colombia;2018;56.877
Total Nacional;Colombia;2017;37.343
Total Nacional;Colombia;2016;25.202
Total Nacional;Colombia;2015;11.267
Total Nacional;Colombia;2014;9.745
Total Nacional;Colombia;2013;9.676
Total Nacional;Colombia;2012;10.882
Total Nacional;Colombia;2011;14.156
Total Nacional;Colombia;2010;14.556
Total Nacional;Colombia;2009;21.240
Total Nacional;Colombia;2008;36.985
Total Nacional;Chile;2021;5.333
Total Nacional;Chile;2020;3.507
Total Nacional;Chile;2019;5.516
Total Nacional;Chile;2018;4.768
Total Nacional;Chile;2017;4.306
Total Nacional;Chile;2016;3.425
Total Nacional;Chile;2015;2.660
Total Nacional;Chile;2014;2.298
Total Nacional;Chile;2013;2.037
Total Nacional;Chile;2012;2.349
Total Nacional;Chile;2011;3.142
Total Nacional;Chile;2010;3.263
Total Nacional;Chile;2009;3.461
Total Nacional;Chile;2008;5.759
Total Nacional;Ecuador;2021;11.310
Total Nacional;Ecuador;2020;9.151
Total Nacional;Ecuador;2019;16.292
Total Nacional;Ecuador;2018;14.794
Total Nacional;Ecuador;2017;14.365
Total Nacional;Ecuador;2016;11.200
Total Nacional;Ecuador;2015;7.832
Total Nacional;Ecuador;2014;6.508
Total Nacional;Ecuador;2013;6.296
Total Nacional;Ecuador;2012;6.448
Total Nacional;Ecuador;2011;7.241
Total Nacional;Ecuador;2010;7.406
Total Nacional;Ecuador;2009;13.831
Total Nacional;Ecuador;2008;32.850
Total Nacional;Paraguay;2021;4.614
Total Nacional;Paraguay;2020;6.643
Total Nacional;Paraguay;2019;12.265
Total Nacional;Paraguay;2018;9.535
Total Nacional;Paraguay;2017;8.608
Total Nacional;Paraguay;2016;7.356
Total Nacional;Paraguay;2015;4.806
Total Nacional;Paraguay;2014;4.307
Total Nacional;Paraguay;2013;3.810
Total Nacional;Paraguay;2012;4.856
Total Nacional;Paraguay;2011;8.336
Total Nacional;Paraguay;2010;9.474
Total Nacional;Paraguay;2009;10.858
Total Nacional;Paraguay;2008;17.571
Total Nacional;Perú;2021;18.301
Total Nacional;Perú;2020;19.282
Total Nacional;Perú;2019;30.773
Total Nacional;Perú;2018;21.367
Total Nacional;Perú;2017;15.817
Total Nacional;Perú;2016;9.557
Total Nacional;Perú;2015;6.574
Total Nacional;Perú;2014;5.651
Total Nacional;Perú;2013;5.534
Total Nacional;Perú;2012;6.191
Total Nacional;Perú;2011;8.316
Total Nacional;Perú;2010;8.697
Total Nacional;Perú;2009;14.265
Total Nacional;Perú;2008;28.423
Total Nacional;Uruguay;2021;3.201
Total Nacional;Uruguay;2020;3.466
Total Nacional;Uruguay;2019;6.003
Total Nacional;Uruguay;2018;4.438
Total Nacional;Uruguay;2017;3.758
Total Nacional;Uruguay;2016;2.720
Total Nacional;Uruguay;2015;1.923
Total Nacional;Uruguay;2014;1.509
Total Nacional;Uruguay;2013;1.287
Total Nacional;Uruguay;2012;1.388
Total Nacional;Uruguay;2011;1.901
Total Nacional;Uruguay;2010;2.077
Total Nacional;Uruguay;2009;2.310
Total Nacional;Uruguay;2008;5.769
Total Nacional;Venezuela;2021;33.970
Total Nacional;Venezuela;2020;37.346
Total Nacional;Venezuela;2019;78.041
Total Nacional;Venezuela;2018;72.384
Total Nacional;Venezuela;2017;51.315
Total Nacional;Venezuela;2016;30.517
Total Nacional;Venezuela;2015;18.677
Total Nacional;Venezuela;2014;12.195
Total Nacional;Venezuela;2013;7.048
Total Nacional;Venezuela;2012;7.112
Total Nacional;Venezuela;2011;10.155
Total Nacional;Venezuela;2010;9.902
Total Nacional;Venezuela;2009;8.365
Total Nacional;Venezuela;2008;11.896
Total Nacional;Otro país de Sudamérica;2021;40
Total Nacional;Otro país de Sudamérica;2020;17
Total Nacional;Otro país de Sudamérica;2019;25
Total Nacional;Otro país de Sudamérica;2018;35
Total Nacional;Otro país de Sudamérica;2017;38
Total Nacional;Otro país de Sudamérica;2016;24
Total Nacional;Otro país de Sudamérica;2015;30
Total Nacional;Otro país de Sudamérica;2014;23
Total Nacional;Otro país de Sudamérica;2013;31
Total Nacional;Otro país de Sudamérica;2012;33
Total Nacional;Otro país de Sudamérica;2011;29
Total Nacional;Otro país de Sudamérica;2010;20
Total Nacional;Otro país de Sudamérica;2009;21
Total Nacional;Otro país de Sudamérica;2008;29
Total Nacional;Asia;2021;35.919
Total Nacional;Asia;2020;27.119
Total Nacional;Asia;2019;51.156
Total Nacional;Asia;2018;46.180
Total Nacional;Asia;2017;39.554
Total Nacional;Asia;2016;33.830
Total Nacional;Asia;2015;29.113
Total Nacional;Asia;2014;27.876
Total Nacional;Asia;2013;28.961
Total Nacional;Asia;2012;31.545
Total Nacional;Asia;2011;36.171
Total Nacional;Asia;2010;37.370
Total Nacional;Asia;2009;32.046
Total Nacional;Asia;2008;45.851
Total Nacional;Bangladesh;2021;1.191
Total Nacional;Bangladesh;2020;1.286
Total Nacional;Bangladesh;2019;2.634
Total Nacional;Bangladesh;2018;2.609
Total Nacional;Bangladesh;2017;2.109
Total Nacional;Bangladesh;2016;1.709
Total Nacional;Bangladesh;2015;1.292
Total Nacional;Bangladesh;2014;1.037
Total Nacional;Bangladesh;2013;1.341
Total Nacional;Bangladesh;2012;1.971
Total Nacional;Bangladesh;2011;1.598
Total Nacional;Bangladesh;2010;1.428
Total Nacional;Bangladesh;2009;1.699
Total Nacional;Bangladesh;2008;1.618
Total Nacional;China;2021;6.030
Total Nacional;China;2020;5.303
Total Nacional;China;2019;12.097
Total Nacional;China;2018;11.867
Total Nacional;China;2017;11.123
Total Nacional;China;2016;9.847
Total Nacional;China;2015;9.675
Total Nacional;China;2014;9.058
Total Nacional;China;2013;8.805
Total Nacional;China;2012;8.986
Total Nacional;China;2011;10.567
Total Nacional;China;2010;10.231
Total Nacional;China;2009;11.870
Total Nacional;China;2008;20.015
Total Nacional;Filipinas;2021;2.229
Total Nacional;Filipinas;2020;1.958
Total Nacional;Filipinas;2019;3.485
Total Nacional;Filipinas;2018;2.946
Total Nacional;Filipinas;2017;2.966
Total Nacional;Filipinas;2016;2.625
Total Nacional;Filipinas;2015;2.561
Total Nacional;Filipinas;2014;2.073
Total Nacional;Filipinas;2013;2.152
Total Nacional;Filipinas;2012;2.210
Total Nacional;Filipinas;2011;2.561
Total Nacional;Filipinas;2010;2.159
Total Nacional;Filipinas;2009;3.136
Total Nacional;Filipinas;2008;4.899
Total Nacional;India;2021;3.555
Total Nacional;India;2020;3.172
Total Nacional;India;2019;7.373
Total Nacional;India;2018;7.172
Total Nacional;India;2017;4.903
Total Nacional;India;2016;3.922
Total Nacional;India;2015;3.107
Total Nacional;India;2014;2.950
Total Nacional;India;2013;2.955
Total Nacional;India;2012;3.061
Total Nacional;India;2011;3.746
Total Nacional;India;2010;3.446
Total Nacional;India;2009;4.318
Total Nacional;India;2008;5.079
Total Nacional;Pakistán;2021;10.227
Total Nacional;Pakistán;2020;7.835
Total Nacional;Pakistán;2019;12.464
Total Nacional;Pakistán;2018;9.260
Total Nacional;Pakistán;2017;7.069
Total Nacional;Pakistán;2016;6.551
Total Nacional;Pakistán;2015;4.912
Total Nacional;Pakistán;2014;5.407
Total Nacional;Pakistán;2013;6.634
Total Nacional;Pakistán;2012;8.481
Total Nacional;Pakistán;2011;11.584
Total Nacional;Pakistán;2010;15.364
Total Nacional;Pakistán;2009;6.480
Total Nacional;Pakistán;2008;8.923
Total Nacional;Otro país de Asia;2021;12.687
Total Nacional;Otro país de Asia;2020;7.565
Total Nacional;Otro país de Asia;2019;13.103
Total Nacional;Otro país de Asia;2018;12.326
Total Nacional;Otro país de Asia;2017;11.384
Total Nacional;Otro país de Asia;2016;9.176
Total Nacional;Otro país de Asia;2015;7.565
Total Nacional;Otro país de Asia;2014;7.351
Total Nacional;Otro país de Asia;2013;7.073
Total Nacional;Otro país de Asia;2012;6.834
Total Nacional;Otro país de Asia;2011;6.115
Total Nacional;Otro país de Asia;2010;4.742
Total Nacional;Otro país de Asia;2009;4.543
Total Nacional;Otro país de Asia;2008;5.316
Total Nacional;Oceanía ;2021;787
Total Nacional;Oceanía ;2020;696
Total Nacional;Oceanía ;2019;1.114
Total Nacional;Oceanía ;2018;1.009
Total Nacional;Oceanía ;2017;920
Total Nacional;Oceanía ;2016;775
Total Nacional;Oceanía ;2015;684
Total Nacional;Oceanía ;2014;614
Total Nacional;Oceanía ;2013;611
Total Nacional;Oceanía ;2012;633
Total Nacional;Oceanía ;2011;608
Total Nacional;Oceanía ;2010;466
Total Nacional;Oceanía ;2009;445
Total Nacional;Oceanía ;2008;530
01 Andalucía;Total;2021;78.116
01 Andalucía;Total;2020;66.443
01 Andalucía;Total;2019;91.309
01 Andalucía;Total;2018;74.070
01 Andalucía;Total;2017;62.618
01 Andalucía;Total;2016;49.990
01 Andalucía;Total;2015;43.016
01 Andalucía;Total;2014;40.124
01 Andalucía;Total;2013;37.137
01 Andalucía;Total;2012;42.014
01 Andalucía;Total;2011;48.617
01 Andalucía;Total;2010;49.113
01 Andalucía;Total;2009;52.881
01 Andalucía;Total;2008;75.226
01 Andalucía;España;2021;4.169
01 Andalucía;España;2020;3.579
01 Andalucía;España;2019;4.786
01 Andalucía;España;2018;4.205
01 Andalucía;España;2017;4.578
01 Andalucía;España;2016;4.090
01 Andalucía;España;2015;3.721
01 Andalucía;España;2014;3.164
01 Andalucía;España;2013;2.699
01 Andalucía;España;2012;2.703
01 Andalucía;España;2011;2.727
01 Andalucía;España;2010;2.406
01 Andalucía;España;2009;2.621
01 Andalucía;España;2008;2.761
01 Andalucía;UE27_2020 sin España;2021;15.266
01 Andalucía;UE27_2020 sin España;2020;10.966
01 Andalucía;UE27_2020 sin España;2019;""
01 Andalucía;UE27_2020 sin España;2018;""
01 Andalucía;UE27_2020 sin España;2017;""
01 Andalucía;UE27_2020 sin España;2016;""
01 Andalucía;UE27_2020 sin España;2015;""
01 Andalucía;UE27_2020 sin España;2014;""
01 Andalucía;UE27_2020 sin España;2013;""
01 Andalucía;UE27_2020 sin España;2012;""
01 Andalucía;UE27_2020 sin España;2011;""
01 Andalucía;UE27_2020 sin España;2010;""
01 Andalucía;UE27_2020 sin España;2009;""
01 Andalucía;UE27_2020 sin España;2008;""
01 Andalucía;UE28 sin España;2021;""
01 Andalucía;UE28 sin España;2020;""
01 Andalucía;UE28 sin España;2019;23.218
01 Andalucía;UE28 sin España;2018;20.709
01 Andalucía;UE28 sin España;2017;20.367
01 Andalucía;UE28 sin España;2016;17.211
01 Andalucía;UE28 sin España;2015;15.942
01 Andalucía;UE28 sin España;2014;16.191
01 Andalucía;UE28 sin España;2013;14.829
01 Andalucía;UE28 sin España;2012;17.337
01 Andalucía;UE28 sin España;2011;19.758
01 Andalucía;UE28 sin España;2010;19.749
01 Andalucía;UE28 sin España;2009;19.242
01 Andalucía;UE28 sin España;2008;25.674
01 Andalucía;Bélgica;2021;1.099
01 Andalucía;Bélgica;2020;688
01 Andalucía;Bélgica;2019;894
01 Andalucía;Bélgica;2018;833
01 Andalucía;Bélgica;2017;815
01 Andalucía;Bélgica;2016;749
01 Andalucía;Bélgica;2015;680
01 Andalucía;Bélgica;2014;490
01 Andalucía;Bélgica;2013;519
01 Andalucía;Bélgica;2012;388
01 Andalucía;Bélgica;2011;421
01 Andalucía;Bélgica;2010;385
01 Andalucía;Bélgica;2009;333
01 Andalucía;Bélgica;2008;405
01 Andalucía;Bulgaria;2021;388
01 Andalucía;Bulgaria;2020;308
01 Andalucía;Bulgaria;2019;625
01 Andalucía;Bulgaria;2018;580
01 Andalucía;Bulgaria;2017;657
01 Andalucía;Bulgaria;2016;409
01 Andalucía;Bulgaria;2015;466
01 Andalucía;Bulgaria;2014;581
01 Andalucía;Bulgaria;2013;601
01 Andalucía;Bulgaria;2012;798
01 Andalucía;Bulgaria;2011;953
01 Andalucía;Bulgaria;2010;772
01 Andalucía;Bulgaria;2009;633
01 Andalucía;Bulgaria;2008;1.002
01 Andalucía;Dinamarca;2021;388
01 Andalucía;Dinamarca;2020;245
01 Andalucía;Dinamarca;2019;317
01 Andalucía;Dinamarca;2018;346
01 Andalucía;Dinamarca;2017;379
01 Andalucía;Dinamarca;2016;329
01 Andalucía;Dinamarca;2015;287
01 Andalucía;Dinamarca;2014;248
01 Andalucía;Dinamarca;2013;277
01 Andalucía;Dinamarca;2012;313
01 Andalucía;Dinamarca;2011;246
01 Andalucía;Dinamarca;2010;208
01 Andalucía;Dinamarca;2009;207
01 Andalucía;Dinamarca;2008;284
01 Andalucía;Finlandia;2021;462
01 Andalucía;Finlandia;2020;323
01 Andalucía;Finlandia;2019;413
01 Andalucía;Finlandia;2018;516
01 Andalucía;Finlandia;2017;521
01 Andalucía;Finlandia;2016;464
01 Andalucía;Finlandia;2015;432
01 Andalucía;Finlandia;2014;486
01 Andalucía;Finlandia;2013;467
01 Andalucía;Finlandia;2012;497
01 Andalucía;Finlandia;2011;509
01 Andalucía;Finlandia;2010;437
01 Andalucía;Finlandia;2009;297
01 Andalucía;Finlandia;2008;338
01 Andalucía;Francia;2021;1.656
01 Andalucía;Francia;2020;1.189
01 Andalucía;Francia;2019;1.374
01 Andalucía;Francia;2018;1.339
01 Andalucía;Francia;2017;1.306
01 Andalucía;Francia;2016;1.069
01 Andalucía;Francia;2015;1.038
01 Andalucía;Francia;2014;878
01 Andalucía;Francia;2013;712
01 Andalucía;Francia;2012;816
01 Andalucía;Francia;2011;897
01 Andalucía;Francia;2010;921
01 Andalucía;Francia;2009;812
01 Andalucía;Francia;2008;984
01 Andalucía;Irlanda;2021;873
01 Andalucía;Irlanda;2020;438
01 Andalucía;Irlanda;2019;456
01 Andalucía;Irlanda;2018;385
01 Andalucía;Irlanda;2017;336
01 Andalucía;Irlanda;2016;354
01 Andalucía;Irlanda;2015;299
01 Andalucía;Irlanda;2014;296
01 Andalucía;Irlanda;2013;313
01 Andalucía;Irlanda;2012;361
01 Andalucía;Irlanda;2011;319
01 Andalucía;Irlanda;2010;323
01 Andalucía;Irlanda;2009;315
01 Andalucía;Irlanda;2008;325
01 Andalucía;Italia;2021;1.386
01 Andalucía;Italia;2020;1.191
01 Andalucía;Italia;2019;1.586
01 Andalucía;Italia;2018;1.445
01 Andalucía;Italia;2017;1.385
01 Andalucía;Italia;2016;1.138
01 Andalucía;Italia;2015;972
01 Andalucía;Italia;2014;880
01 Andalucía;Italia;2013;821
01 Andalucía;Italia;2012;839
01 Andalucía;Italia;2011;835
01 Andalucía;Italia;2010;756
01 Andalucía;Italia;2009;752
01 Andalucía;Italia;2008;842
01 Andalucía;Países Bajos;2021;1.156
01 Andalucía;Países Bajos;2020;800
01 Andalucía;Países Bajos;2019;855
01 Andalucía;Países Bajos;2018;874
01 Andalucía;Países Bajos;2017;820
01 Andalucía;Países Bajos;2016;751
01 Andalucía;Países Bajos;2015;603
01 Andalucía;Países Bajos;2014;594
01 Andalucía;Países Bajos;2013;519
01 Andalucía;Países Bajos;2012;558
01 Andalucía;Países Bajos;2011;534
01 Andalucía;Países Bajos;2010;500
01 Andalucía;Países Bajos;2009;581
01 Andalucía;Países Bajos;2008;706
01 Andalucía;Polonia;2021;499
01 Andalucía;Polonia;2020;337
01 Andalucía;Polonia;2019;448
01 Andalucía;Polonia;2018;440
01 Andalucía;Polonia;2017;393
01 Andalucía;Polonia;2016;296
01 Andalucía;Polonia;2015;333
01 Andalucía;Polonia;2014;265
01 Andalucía;Polonia;2013;331
01 Andalucía;Polonia;2012;401
01 Andalucía;Polonia;2011;495
01 Andalucía;Polonia;2010;531
01 Andalucía;Polonia;2009;600
01 Andalucía;Polonia;2008;830
01 Andalucía;Portugal;2021;584
01 Andalucía;Portugal;2020;507
01 Andalucía;Portugal;2019;445
01 Andalucía;Portugal;2018;426
01 Andalucía;Portugal;2017;379
01 Andalucía;Portugal;2016;337
01 Andalucía;Portugal;2015;336
01 Andalucía;Portugal;2014;364
01 Andalucía;Portugal;2013;318
01 Andalucía;Portugal;2012;417
01 Andalucía;Portugal;2011;501
01 Andalucía;Portugal;2010;490
01 Andalucía;Portugal;2009;654
01 Andalucía;Portugal;2008;1.083
01 Andalucía;Alemania;2021;1.973
01 Andalucía;Alemania;2020;1.094
01 Andalucía;Alemania;2019;1.250
01 Andalucía;Alemania;2018;1.117
01 Andalucía;Alemania;2017;1.077
01 Andalucía;Alemania;2016;894
01 Andalucía;Alemania;2015;952
01 Andalucía;Alemania;2014;932
01 Andalucía;Alemania;2013;911
01 Andalucía;Alemania;2012;1.029
01 Andalucía;Alemania;2011;1.132
01 Andalucía;Alemania;2010;1.190
01 Andalucía;Alemania;2009;1.338
01 Andalucía;Alemania;2008;1.648
01 Andalucía;Rumanía;2021;2.631
01 Andalucía;Rumanía;2020;2.452
01 Andalucía;Rumanía;2019;4.045
01 Andalucía;Rumanía;2018;4.253
01 Andalucía;Rumanía;2017;4.895
01 Andalucía;Rumanía;2016;3.860
01 Andalucía;Rumanía;2015;4.019
01 Andalucía;Rumanía;2014;4.844
01 Andalucía;Rumanía;2013;3.966
01 Andalucía;Rumanía;2012;4.724
01 Andalucía;Rumanía;2011;7.179
01 Andalucía;Rumanía;2010;7.021
01 Andalucía;Rumanía;2009;5.936
01 Andalucía;Rumanía;2008;8.333
01 Andalucía;Suecia;2021;1.046
01 Andalucía;Suecia;2020;635
01 Andalucía;Suecia;2019;961
01 Andalucía;Suecia;2018;784
01 Andalucía;Suecia;2017;654
01 Andalucía;Suecia;2016;492
01 Andalucía;Suecia;2015;498
01 Andalucía;Suecia;2014;502
